Unique_ID,Category,Facility,ItemNumber,Item Unit,ItemName,Substance Name,Waste (AER) Code,DATAAREAID
707087sesc,AOS-FST,"ALITM,AMSWD,ATSWD,BCFST,BKFST,BLFST,BLSWD,BMSWD,BRSWD,BSFST,BVFST,BWFST,CHFST,COFST,CUFST,DCFST,DRFST,DVFST,ECSWD,EDFST,EMSWD,EPFST,FCFST,FIFST,FJFST,FMFST,FTFST,FXFST,GCSWD,GDFST,GDSWD,GLFST,GRFST,HBFST,HPFST,HUCAV,JCFST,KBSWD,KDFST,KIFST,KOFST,KSSWD,K,13MWD,KNEWD,STNWD,WATWDWFST,KWSWD,LAFST,LGFST,LGSWD,LICAV,MCSWD,MIFST,MISWD,MRSWD,NHFST,NJFST,OBFST,PRFST,PSSWD,RLFST,ROFST,RYFSR,SBFST,SGPFS,SHSWD,SISWD,SRFST,SSFST,STFST,SVFST,SWFST,TAFST,TCSWD,TDFST,TULSO,UNCAV,VVFST,WEFST",707087,M3,Miscellaneous Charge,Miscellaneous Charge,,sesc
707077sesc,AOS-FST,"BCFST,BKFST,BLFST,BRSWD,BSFST,BVFST,BWFST,COFST,DCFST,DRFST,DVFST,EDFST,FCFST,FIFST,FJFST,FMFST,FXFST,GDFST,GLFST,GRFST,HBFST,HPFST,HUCAV,JCFST,KDFST,KOFST,LAFST,LGFST,LICAV,MIFST,NJFST,OBFST,PRFST,RLFST,ROFST,SBFST,SGPFS,SRFST,SSFST,STFST,TAFSTSWFST,TULSO,UNCAV,VVFST,WEFST",707077,M3,Truck Flush,Truck Flush,,sesc
707080sesc,AOS-FST,"BCFST,BKFST,BLFST,BRSWD,BSFST,BVFST,BWFST,COFST,DCFST,DRFST,DVFST,EDFST,FCFST,FTFST,FXFST,GDFST,GLFST,GRFST,HBFST,HPFST,HUCAV,JCFST,KDFST,KOFST,LAFST,LGFST,LICAV,MIFST,NJFST,OBFST,PRFST,RLFST,ROFST,SBFST,SGPFS,SRFST,SSFST,STFST,SWFST,TAFST,TCSWD,VVFST,WEFST",707080,M3,Fresh Water Service,Fresh Water Service,,sesc
707078sesc,AOS-FST,"BCFST,BKFST,BLFST,BRSWD,BSFST,BVFST,BWFST,COFST,DCFST,DRFST,DVFST,FCFST,FXFST,GDFST,GLFST,GRFST,HBFST,HPFST,JCFST,KDFST,KOFST,LAFST,LGFST,LICAV,MIFST,NJFST,OBFST,PRFST,RLFST,ROFST,SBFST,SGPFS,SRFST,STFST,SWFST,TAFST,VVFST,WEFST",707078,M3,Truck Steam,Truck Steam,,sesc
707086sesc,AOS-FST,"BCFST,BKFST,BRSWD,BSFST,BVFST,BWFST,COFST,DCFST,DRFST,EDFST,EPFST,FMFST,GLFST,HBFST,HUCAV,JCFST,LAFST,LGFST,LICAV,OBFST,ROFST,RYFSR,TAFST,TDFST,TULSO,UNCAV",707086,M3,H2S Scavenger,,,sesc
707085sesc,AOS-FST,,707085,M3,Trucking billed to customers,,,sesc
707077sesu,AOS-FST,"13MWD,KNEWD,STNWD",707077,BBL,Truck Flush,Truck Flush,,sesu
707086sesu,AOS-FST,"13MWD,KNEWD,STNWD",707086,BBL,H2S Scavenger,,,sesu
707087sesu,AOS-FST,"WGFST,WNSWD,WRSWD",707087,BBL,Miscellaneous Charge,Miscellaneous Charge,,sesu
707078sesu,AOS-FST,,707078,BBL,Truck Steam,Truck Steam,,sesu
707080sesu,AOS-FST,,707080,BBL,Fresh Water Service,Fresh Water Service,,sesu
707085sesu,AOS-FST,,707085,BBL,Trucking billed to customers,,,sesu
703020sesc,AOS-LF,"BONLF,ELKLF,EPELF,FOXLF,FXCLF,GULLF,JANLF,JUDLF,KINLF,LAGLF,LOMLF,MARLF,MEDLF,MERLF,NORLF,PEMLF,PINLF,RNBLF,SADLF,SGPLF,SIBLF,SPILF,SWALF,SWILF,TULLF,VRDLF,WGELF,WGRLF",703020,EA,Miscellaneous Charge (LF),Miscellaneous Charges,,sesc
703027sesc,AOS-LF,"BONLF,ELKLF,EPELF,FOXLF,FXCLF,GULLF,JANLF,JUDLF,KINLF,LAGLF,LOMLF,MARLF,MEDLF,MERLF,NORLF,PEMLF,PINLF,RNBLF,SADLF,SGPLF,SIBLF,SPILF,SWALF,SWILF,TULLF,VRDLF,WGELF,WGRLF",703027,EA,Minimum Load Charge,,,sesc
703028sesc,AOS-LF,"NORLF,SIBLF",703028,Tonnes,Government Waste Fee,,,sesc
703038sesc,AOS-LF,"NORLF,SIBLF",703038,Tonnes,Blueberry River First Nations Levy,,,sesc
703029sesc,AOS-LF,PINLF,703029,Tonnes,Road Use Fee,,,sesc
703026sesc,AOS-LF,,703026,Tonnes,Disposal Trucking Charges,,,sesc
703020sesu,AOS-LF,WSTLF,703020,EA,Miscellaneous Charge (LF),Miscellaneous Charges,,sesu
703026sesu,AOS-LF,WSTLF,703026,Ton,Disposal Trucking Charges,,,sesu
703023sesu,AOS-LF,,703023,Ton,Clean Fill Sales,Clean Fill Sales,,sesu
703025sesc,AOS-Liner,"BONLF,ELKLF,EPELF,FOXLF,FXCLF,GULLF,JANLF,JUDLF,KINLF,LAGLF,LOMLF,MARLF,MEDLF,MERLF,NORLF,PEMLF,PINLF,RNBLF,SADLF,SGPLF,SIBLF,SPILF,SWALF,SWILF,TULLF,VRDLF,WGELF,WGRLF",703025,EA,Liner Disposal,,,sesc
703025sesu,AOS-Liner,WSTLF,703025,EA,Liner Disposal,,,sesu
703033sesc,AOS-UoM C1,PEMLF,703033,Drum,Landfill Disposal Class 1- Drum,,,sesc
703031sesc,AOS-UoM C1,PEMLF,703031,EA,Landfill Disposal Class 1 - Each,,,sesc
703035sesc,AOS-UoM C1,PEMLF,703035,M3,Landfill Disposal Class 1 - M3,,,sesc
703037sesc,AOS-UoM C1,PEMLF,703037,Tote,Landfill Disposal Class 1- Tote,,,sesc
703032sesc,AOS-UoM C2,PEMLF,703032,Drum,Landfill Disposal - Drum,,,sesc
703030sesc,AOS-UoM C2,"BONLF,ELKLF,EPELF,FOXLF,FXCLF,GULLF,JANLF,JUDLF,KINLF,LAGLF,LOMLF,MARLF,MEDLF,MERLF,NORLF,PEMLF,PINLF,RNBLF,SADLF,SGPLF,SIBLF,SPILF,SWALF,SWILF,TULLF,VRDLF,WGELF,WGRLF",703030,EA,Landfill Disposal - Each,,,sesc
703034sesc,AOS-UoM C2,PEMLF,703034,M3,Landfill Disposal - M3,,,sesc
703036sesc,AOS-UoM C2,PEMLF,703036,Tote,Landfill Disposal - Tote,,,sesc
703032sesu,AOS-UoM C2,WSTLF,703032,Drum,Landfill Disposal - Drum,,,sesu
703030sesu,AOS-UoM C2,WSTLF,703030,EA,Landfill Disposal - Each,,,sesu
703034sesu,AOS-UoM C2,WSTLF,703034,M3,Landfill Disposal - M3,,,sesu
703036sesu,AOS-UoM C2,WSTLF,703036,Tote,Landfill Disposal - Tote,,,sesu
704030sesc,Standard,,704030,M3,Waste Water Disposal,Acid Solutions,ACID,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Boiler Blowdown Water,BLBDWT,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Corrosion Inhibitor/Oxygen Scavenger Solutions,CORINH,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Filter Backwash Liquids (gas sweetening),FLBWSW,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Filter Backwash Liquids (water treatment),FLBWWT,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Glycol Solutions (no heavy metals),GLYC,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Hydrotest Fluids - Methanol,METHNL,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Non-Oilfield Class Ib Water (Secure Leachate Only),NONOFD,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Non-Oilfield Waste,NONOFD,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Pigging Waste (liquid & wax),PIGWST,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Saline Water/Brackish Water - TDS > 4000ppm,BRKWTR,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Sludge - Emulsion,SLGEML,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Sludge - Hydrocarbon,SLGHYD,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Sweetening Agents (liquids),SWTLIQ,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Wash Fluids - Organic,WSHORG,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Wash Fluids - Water,WSHWTR,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Waste - Miscellaneous,WSTMIS,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Waste Flammable Liquid,WSTFLQ,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Water - Process (with heavy metals),PWTRHM,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Water Process (with organic chemicals,PWTROR,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Water-Contaminated Produced (Incl Brine Solutions),WATER,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Waters Contaminated (collected surface waters),CWATER,sesc
704030sesc,Standard,,704030,M3,Waste Water Disposal,Well Workover Fluids,WWOFLD,sesc
704031sesc,Standard,,704031,M3,Produced Water Disposal,NONOFD-Sour Produced Water,NONOFD,sesc
704031sesc,Standard,,704031,M3,Produced Water Disposal,NONOFD-Sweet Produced Water,NONOFD,sesc
704031sesc,Standard,,704031,M3,Produced Water Disposal,Sour Produced Water,WATER,sesc
704031sesc,Standard,,704031,M3,Produced Water Disposal,Sweet Produced Water,WATER,sesc
704032sesc,Standard,,704032,M3,Flowback Water,Frac - NONOFD,NONOFD,sesc
704032sesc,Standard,,704032,M3,Flowback Water,Frac Fluid (hydrocarbon based),FRFLDH,sesc
704032sesc,Standard,,704032,M3,Flowback Water,Frac Fluid (water based),FRFLDW,sesc
704033sesc,Standard,,704033,M3,Scavenger - Tank Truck,Non-Oilfield Waste,NONOFD,sesc
704033sesc,Standard,,704033,M3,Scavenger - Tank Truck,Sweetening Agents (liquids),SWTLIQ,sesc
704033sesc,Standard,,704033,M3,Scavenger - Tank Truck,Waste Flammable Liquid,WSTFLQ,sesc
704034sesc,Standard,,704034,M3,Waste Water Disposal - High PH,Boiler Blowdown Water,BLBDWT,sesc
704034sesc,Standard,,704034,M3,Waste Water Disposal - High PH,Non-Oilfield Waste,NONOFD,sesc
704035sesc,Standard,,704035,M3,Industrial Water Disposal,Industrial Water,NONOFD,sesc
704035sesc,Standard,,704035,M3,Industrial Water Disposal,Industrial Water - Haz,NONOFD,sesc
704036sesc,Standard,,704036,M3,Produced Water Disposal (Threshold Volume),NONOFD-Sour Produced Water,NONOFD,sesc
704036sesc,Standard,,704036,M3,Produced Water Disposal (Threshold Volume),NONOFD-Sweet Produced Water,NONOFD,sesc
704036sesc,Standard,,704036,M3,Produced Water Disposal (Threshold Volume),Sour Produced Water,WATER,sesc
704036sesc,Standard,,704036,M3,Produced Water Disposal (Threshold Volume),Sweet Produced Water,WATER,sesc
705039sesc,Standard,,705039,M3,Butane Receipts,Butane,Butane,sesc
705040sesc,Standard,,705040,M3,Emulsion Treating,Emulsion,,sesc
705043sesc,Standard,,705043,M3,Dry Oil Terminalling,Dry Oil,,sesc
705050sesc,Standard,,705050,M3,Completions Fluids Processing - Dry LSW,Completions,WWOFLD,sesc
705050sesc,Standard,,705050,M3,Completions Fluids Processing - Dry LSW,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
705050sesc,Standard,,705050,M3,Completions Fluids Processing - Dry LSW,Frac Fluid (water based),FRFLDW,sesc
705050sesc,Standard,,705050,M3,Completions Fluids Processing - Dry LSW,Non Oilfield Waste,NONOFD,sesc
705052sesc,Standard,,705052,M3,Completions Fluids Processing - Wet LSW,Completions,WWOFLD,sesc
705052sesc,Standard,,705052,M3,Completions Fluids Processing - Wet LSW,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
705052sesc,Standard,,705052,M3,Completions Fluids Processing - Wet LSW,Frac Fluid (water based),FRFLDW,sesc
705052sesc,Standard,,705052,M3,Completions Fluids Processing - Wet LSW,Non Oilfield Waste,NONOFD,sesc
705054sesc,Standard,,705054,M3,Completions Fluids Processing - Dry C5,Completions,WWOFLD,sesc
705054sesc,Standard,,705054,M3,Completions Fluids Processing - Dry C5,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
705054sesc,Standard,,705054,M3,Completions Fluids Processing - Dry C5,Frac Fluid (water based),FRFLDW,sesc
705054sesc,Standard,,705054,M3,Completions Fluids Processing - Dry C5,Non Oilfield Waste,NONOFD,sesc
705056sesc,Standard,,705056,M3,Completions Fluids Processing - Wet C5,Completions,WWOFLD,sesc
705056sesc,Standard,,705056,M3,Completions Fluids Processing - Wet C5,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
705056sesc,Standard,,705056,M3,Completions Fluids Processing - Wet C5,Frac Fluid (water based),FRFLDW,sesc
705056sesc,Standard,,705056,M3,Completions Fluids Processing - Wet C5,Non Oilfield Waste,NONOFD,sesc
705070sesc,Standard,,705070,M3,Transloading Fee,,,sesc
705071sesc,Standard,,705071,M3,Rail Terminalling,Dry Oil,,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Acid,ACID,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Activated Carbon,ACTCRB,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Barrels and pails,EMTCON2-NR,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Boiler Blowdown Water,BLBDWT,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Catalyst (non-sulphur),CATNS,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Catalyst (Sulphur),CATSU,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Cement,CEMENT,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Chemicals (inorganic),INOCHM,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Contaminated Debris and Soil (chem/solvent),SOILCH,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Contaminated Debris and Soil (crude oil/condensate,SOILCO,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Contaminated Debris and Soil (emulsion),SOILEM,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Contaminated Debris and Soil (produced/salt water),SOILPW,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Contaminated Debris and Soil (refined fuels/oils,SOILRO,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Contaminated Debris and Soil (sulphur),SOILSU,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Corrosion Inhibitor/Oxygen Scavenger Solutions,CORINH,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Dessicant,DESICT,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Drilling Waste Advanced Gel Chemical,DRWSAC,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Drilling Waste Gel Chemical,DRWSGC,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Drilling Waste Hydrocarbon,DRWSHC,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Filter Backwash Liquids (gas sweetening),FLBWSW,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Filter Backwash Liquids (water treatment),FLBWWT,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Frac Fluid (hydrocarbon based),FRFLDH,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Frac Fluid (water based),FRFLDW,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Frac Sand,FRCSND,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Glycol Solutions (cont.Lead or other heavy metals),GLYCHM,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Glycol Solutions (no heavy metals),GLYC,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,High Solids Produced Water,HSPWTR,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Hydrotest Fluids - Methanol,METHNL,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Hydrovac Material (chem/solvent),HYDVCH,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Hydrovac Material (crude/condi),HYDVCO,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Hydrovac Material (emulsion impacted),HYDVEM,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Hydrovac Material (mercury/heavy metal),HYDVHM,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Hydrovac Material (pesticide/herbicide),HYDVPT,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Hydrovac Material (produced water/salt),HYDVPW,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Hydrovac Material (refined fuel/oil),HYDVRO,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Hydrovac Material (sulfur),HYDVSU,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Load Oil,COEMUL,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Non-Oilfield Class 1B Water (Secure Leachate Only),NONOFD,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Non-Oilfield Waste,NONOFD,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Pigging Waste (Liquid and Wax),PIGWST,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Residual formation fines after treatment and settl,FRMFNS,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Salt Heat Medium,SALT,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Sand - Produced,SAND,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Sludge - Cooling Tower,SLGCTW,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Sludge - Emulsion,SLGEML,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Sludge - Flare Pit,SLGPIT,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Sludge - Glycol/Gas Drying,SLGGLY,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Sludge - Hydrocarbon,SLGHYD,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Sludge - Lime,SLGLIM,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Sludge - Process,SLGPRO,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Sludge - Sulphur,SLGSUL,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Sludge Gas Sweetening Systems,SLGSWT,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Snow Melt,CWATER,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Sweetening Agents (liquids),SWTLIQ,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Sweetening Agents (solids),SWTSOL,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Tank Bottoms,SLGHYD,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Treater Hay,TRTHAY,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Wash Fluids - Organic,WSHORG,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Wash Fluids - Water,WSHWTR,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Waste - Miscellaneous,WSTMIS,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Waste Flammable Liquid,WSTFLQ,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Waste Flammable Solid,WSTFSD,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Water - Process (with heavy metals),PWTRHM,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Water Process (with organic chemicals,PWTROR,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Water-Contaminated Produced (Incl Brine Solutions),WATER,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Waters Contaminated (collected surface waters),CWATER,sesc
706060sesc,Standard,,706060,M3,Waste - Processing,Well Workover Fluids,WWOFLD,sesc
706063sesc,Standard,,706063,M3,Drilling Mud - Oil/Synthetic-based,GEL,DRWSGC,sesc
706063sesc,Standard,,706063,M3,Drilling Mud - Oil/Synthetic-based,INVERT,DRWSHC,sesc
706063sesc,Standard,,706063,M3,Drilling Mud - Oil/Synthetic-based,Non-Oilfield Waste,NONOFD,sesc
706063sesc,Standard,,706063,M3,Drilling Mud - Oil/Synthetic-based,POLYMER,DRWSAC,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Acid,ACID,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Boiler Blowdown Water,BLBDWT,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Chemicals (inorganic),INOCHM,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Corrosion Inhibitor/Oxygen Scavenger Solutions,CORINH,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Filter Backwash Liquids (gas sweetening),FLBWSW,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Filter Backwash Liquids (water treatment),FLBWWT,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Frac Fluid (water based),FRFLDW,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Fresh Water (Internal Only),FSHWTR,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Glycol Solutions (no heavy metals),GLYC,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Hydrotest Fluids - Methanol,METHNL,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Hydrovac Material (chem/solvent),HYDVCH,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Hydrovac Material (crude/condi),HYDVCO,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Hydrovac Material (emulsion impacted),HYDVEM,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Hydrovac Material (mercury/heavy metal),HYDVHM,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Hydrovac Material (produced water/salt),HYDVPW,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Hydrovac Material (refined fuel/oil),HYDVRO,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Hydrovac Material (sulphur),HYDVSU,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Non-Oilfield Class 1B Water (Secure Leachate Only),NONOFD,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Non-Oilfield Waste,NONOFD,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Pigging Waste (liquid & wax),PIGWST,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Sludge - Emulsion,SLGEML,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Sludge - Hydrocarbon,SLGHYD,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Sludge - Process,SLGPRO,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Sweetening Agents (liquids),SWTLIQ,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Sweetening Agents (solids),SWTSOL,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Wash Fluids - Organic,WSHORG,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Wash Fluids - Water,WSHWTR,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Waste - Miscellaneous,WSTMIS,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Waste Flammable Liquid,WSTFLQ,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Waste Water,WWOFLD,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Water - Process (with heavy metals),PWTRHM,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Water Process (with oganic chemicals,PWTROR,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Water-Contaminated Produced (Incl Brine Solutions),WATER,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Waters Contaminated (collected surface waters),CWATER,sesc
706064sesc,Standard,,706064,M3,Waste Pad Fluids Disposal,Well Workover Fluids,WWOFLD,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Activated Carbon,ACTCRB,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,"Additives(Chemicals, Absorbant Materials, Floculan",ADDMAT,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Cement,CEMENT,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Chemicals (inorganic),INOCHM,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Contaminated Debris and Soil (chem/solvent),SOILCH,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Contaminated Debris and Soil (crude oil/condensate,SOILCO,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Contaminated Debris and Soil (produced/salt water),SOILPW,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Contaminated Debris and Soil (refined fuels/oils,SOILRO,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Frac Fluid (water based),FRFLDW,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Frac Sand,FRCSND,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Glycol Solutions (cont.Lead or other heavy metals),GLYCHM,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Glycol Solutions (no heavy metals),GLYC,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Hydrovac Material (chem/solvent),HYDVCH,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Hydrovac Material (crude/condi),HYDVCO,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Hydrovac Material (emulsion impacted),HYDVEM,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Hydrovac Material (mercury/heavy metal),HYDVHM,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Hydrovac Material (pesticide/herbicide),HYDVPT,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Hydrovac Material (produced water/salt),HYDVPW,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Hydrovac Material (refined fuel/oil),HYDVRO,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Hydrovac Material (sulphur),HYDVSU,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Non-Oilfield Waste,NONOFD,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Pigging Waste (liquid & wax),PIGWST,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Sand - Produced,SAND,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Sludge - Emulsion,SLGEML,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Sludge - Hydrocarbon,SLGHYD,sesc
